id,handle,sku,name,variant_option_one_name,variant_option_one_value,variant_option_two_name,variant_option_two_value,variant_option_three_name,variant_option_three_value,supplier_name,active,inventory_Basement,inventory_Garage,inventory_JFK,inventory_Mt_Auburn,inventory_Quality_Graphics
70c8bb82-6c0c-11e2-b1f5-4040782fde00,harvard-running-shorts,4420,Harvard Running Shorts,Size,L,Color,Crimson,,,Comprint,1,0,-2,0,0,0
7175f7f5-6c0c-11e2-b1f5-4040782fde00,harvard-running-shorts,4421,Harvard Running Shorts,Size,XL,Color,Crimson,,,Comprint,1,-1,0,0,1,0
724315ad-6c0c-11e2-b1f5-4040782fde00,harvard-silver-steel-water-bottle,2718,Harvard Silver Steel Water Bottle,Color,Silver,,,,,Quality,1,178,5,6,12,0
72a67a49-6c0c-11e2-b1f5-4040782fde00,harvard-steel-water-bottle,4996,Harvard Steel Water Bottle,Color,Crimson,,,,,Quality,1,116,7,4,10,0
7300eefd-6c0c-11e2-b1f5-4040782fde00,harvard-stein,840,Harvard Stein Glass,Title,Glass Stein,,,,,NORDIC,1,44,-2,5,2,0
744005c6-6c0c-11e2-b1f5-4040782fde00,harvard-summer-school-t-shirt-1,3270,Harvard Summer School T-Shirt (Vintage),Color,White,Size,S,,,Quality,1,0,0,0,0,0
753dc62e-6c0c-11e2-b1f5-4040782fde00,harvard-summer-school-t-shirt-1,3271,Harvard Summer School T-Shirt (Vintage),Color,White,Size,M,,,Quality,1,0,0,0,0,0
75f569c4-6c0c-11e2-b1f5-4040782fde00,harvard-summer-school-t-shirt-1,3272,Harvard Summer School T-Shirt (Vintage),Color,White,Size,L,,,Quality,1,0,0,0,0,0
76b0c0f7-6c0c-11e2-b1f5-4040782fde00,harvard-summer-school-t-shirt-1,3273,Harvard Summer School T-Shirt (Vintage),Color,White,Size,XL,,,Quality,1,0,0,0,0,0
7759c516-6c0c-11e2-b1f5-4040782fde00,harvard-summer-school-t-shirt-1,3274,Harvard Summer School T-Shirt (Vintage),Color,White,Size,XXL,,,Quality,1,0,0,0,0,0
74664742-6c0c-11e2-b1f5-4040782fde00,the-harvard-t-shirt-keychain,784,Harvard T-Shirt Keychain,Color,Crimson,,,,,FREEDOM,1,123,35,12,110,0
7496d333-6c0c-11e2-b1f5-4040782fde00,harvard-sweatpants,3114,Harvard Sweatpants,Color,Crimson,Size,S,,,Quality,1,7,2,0,4,108
756892cb-6c0c-11e2-b1f5-4040782fde00,harvard-sweatpants,3115,Harvard Sweatpants,Color,Crimson,Size,M,,,Quality,1,14,4,2,1,180
7615a3eb-6c0c-11e2-b1f5-4040782fde00,harvard-sweatpants,3116,Harvard Sweatpants,Color,Crimson,Size,L,,,Quality,1,50,4,2,0,108
76c6c39e-6c0c-11e2-b1f5-4040782fde00,harvard-sweatpants,3117,Harvard Sweatpants,Color,Crimson,Size,XL,,,Quality,1,-1,0,1,1,72
777104fa-6c0c-11e2-b1f5-4040782fde00,harvard-sweatpants,3150,Harvard Sweatpants,Color,Ivory,Size,S,,,Quality,1,10,0,-3,4,180
780c2ce2-6c0c-11e2-b1f5-4040782fde00,harvard-sweatpants,3151,Harvard Sweatpants,Color,Ivory,Size,M,,,Quality,1,48,3,1,3,0
78bf1340-6c0c-11e2-b1f5-4040782fde00,harvard-sweatpants,3152,Harvard Sweatpants,Color,Ivory,Size,L,,,Quality,1,24,10,-1,3,144
7969a9d5-6c0c-11e2-b1f5-4040782fde00,harvard-sweatpants,10416,Harvard Sweatpants,Color,Ivory,Size,XL,,,Quality,1,56,5,2,10,144
74ed4a39-6c0c-11e2-b1f5-4040782fde00,harvard-varsity-8-vintage-photo,2991,Harvard Varsity 8 Vintage Photo,Title,1 Photo,,,,,ICONCEPT,1,0,0,0,0,0
7536bd5c-cf9f-11e2-a415-bc764e10976c,harvardkeyfob,10071,Harvard Key Fob,Color,Crimson,,,,,Smathers and Branson,1,0,9,2,4,0
758e7eaf-6c0c-11e2-b1f5-4040782fde00,harvard-classic-tote,3959,Harvard Vineyard Vines Classic Tote,Color,Crimson,,,,,Vineyard Vines,1,37,4,2,3,0
a0ae8e7f-845f-11e3-a0f5-b8ca3a64f8f4,harvard-classic-tote,10262,Harvard Vineyard Vines Classic Tote,Color,Navy,,,,,Vineyard Vines,1,55,4,1,2,0
75c5a9a9-6c0c-11e2-b1f5-4040782fde00,harvard-shot-glass,838,Harvard Crest Whiskey Shot Glass,Title,Harvard Crest,,,,,NORDIC,1,87,3,6,7,0
75d2d1ca-09df-11e3-a415-bc764e10976c,BlackWhitePhoto,2993,Black & White Photo,,,,,,,ICONCEPT,1,0,0,0,0,0
77343c50-6c3a-11e2-b1f5-4040782fde00,HarvardKennedySchoolPolo,732,Harvard Kennedy School Polo,Size,S,Color,Crimson,,,Velocity,1,1,0,0,-1,0
0dd3ad14-6c3b-11e2-b1f5-4040782fde00,HarvardKennedySchoolPolo,3042,Harvard Kennedy School Polo,Size,XXL,Color,Black,,,Velocity,1,0,0,0,0,0
38d9f655-6c3b-11e2-b1f5-4040782fde00,HarvardKennedySchoolPolo,2644,Harvard Kennedy School Polo,Size,S,Color,Black,,,Velocity,1,0,0,0,0,0
5104ee09-6c3b-11e2-b1f5-4040782fde00,HarvardKennedySchoolPolo,2646,Harvard Kennedy School Polo,Size,L,Color,Black,,,Velocity,1,5,0,0,-2,0
755d8697-6c3f-11e2-b1f5-4040782fde00,HarvardKennedySchoolPolo,733,Harvard Kennedy School Polo,Size,M,Color,Crimson,,,Velocity,1,0,0,0,0,0
8ccfe1b7-6c3b-11e2-b1f5-4040782fde00,HarvardKennedySchoolPolo,2645,Harvard Kennedy School Polo,Size,M,Color,Black,,,Velocity,1,0,0,0,0,0
9e2636af-6c3a-11e2-b1f5-4040782fde00,HarvardKennedySchoolPolo,734,Harvard Kennedy School Polo,Size,L,Color,Crimson,,,Velocity,1,0,0,0,-1,0
b93b4ede-6c3a-11e2-b1f5-4040782fde00,HarvardKennedySchoolPolo,735,Harvard Kennedy School Polo,Size,XL,Color,Crimson,,,Velocity,1,0,0,0,0,0
de61c7f1-6c3a-11e2-b1f5-4040782fde00,HarvardKennedySchoolPolo,2647,Harvard Kennedy School Polo,Size,XL,Color,Black,,,Velocity,1,2,0,0,-1,0
fcdfef6b-6c3a-11e2-b1f5-4040782fde00,HarvardKennedySchoolPolo,736,Harvard Kennedy School Polo,Size,XXL,Color,Crimson,,,Velocity,1,8,0,0,0,0
7746b9df-6c0c-11e2-b1f5-4040782fde00,harvard-wristband,41,Harvard Wristband,Color,Crimson,,,,,Quality,1,510,28,0,-26,0
783f9591-6c0c-11e2-b1f5-4040782fde00,harvard-youth-crest-t-shirt,3098,Harvard Youth Crest T-Shirt,Color,Crimson,Size,YXS,,,Quality,1,35,2,5,6,360
790b9243-6c0c-11e2-b1f5-4040782fde00,harvard-youth-crest-t-shirt,3099,Harvard Youth Crest T-Shirt,Color,Crimson,Size,YS,,,Quality,1,26,0,10,9,288
79a30f87-6c0c-11e2-b1f5-4040782fde00,harvard-youth-crest-t-shirt,3100,Harvard Youth Crest T-Shirt,Color,Crimson,Size,YM,,,Quality,1,-46,14,17,5,360
7a450eb4-6c0c-11e2-b1f5-4040782fde00,harvard-youth-crest-t-shirt,3101,Harvard Youth Crest T-Shirt,Color,Crimson,Size,YL,,,Quality,1,50,0,10,11,288
7adeabbc-6c0c-11e2-b1f5-4040782fde00,harvard-youth-crest-t-shirt,3094,Harvard Youth Crest T-Shirt,Color,Oxford,Size,YXS,,,Quality,1,52,4,7,8,288
7b8799cb-6c0c-11e2-b1f5-4040782fde00,harvard-youth-crest-t-shirt,3095,Harvard Youth Crest T-Shirt,Color,Oxford,Size,YS,,,Quality,1,30,3,8,8,216
7c29e775-6c0c-11e2-b1f5-4040782fde00,harvard-youth-crest-t-shirt,3096,Harvard Youth Crest T-Shirt,Color,Oxford,Size,YM,,,Quality,1,42,2,9,5,504
7cbe20c0-6c0c-11e2-b1f5-4040782fde00,harvard-youth-crest-t-shirt,3097,Harvard Youth Crest T-Shirt,Color,Oxford,Size,YL,,,Quality,1,27,0,5,2,288
7d4dff3d-6c0c-11e2-b1f5-4040782fde00,harvard-youth-crest-t-shirt,3383,Harvard Youth Crest T-Shirt,Color,Pink,Size,YXS,,,Quality,1,13,5,4,7,288
7de74fd6-6c0c-11e2-b1f5-4040782fde00,harvard-youth-crest-t-shirt,3384,Harvard Youth Crest T-Shirt,Color,Pink,Size,YS,,,Quality,1,35,2,12,7,360
7e83a429-6c0c-11e2-b1f5-4040782fde00,harvard-youth-crest-t-shirt,3385,Harvard Youth Crest T-Shirt,Color,Pink,Size,YM,,,Quality,1,18,3,12,6,288
7f31b0a2-6c0c-11e2-b1f5-4040782fde00,harvard-youth-crest-t-shirt,3386,Harvard Youth Crest T-Shirt,Color,Pink,Size,YL,,,Quality,1,88,2,14,7,360
784504db-6c0c-11e2-b1f5-4040782fde00,harvard-youth-arc-t-shirt,3683,Harvard Youth Arc T-Shirt,Color,Crimson,Size,YXS,,,Quality,1,77,-1,5,6,288
7920933c-6c0c-11e2-b1f5-4040782fde00,harvard-youth-arc-t-shirt,3684,Harvard Youth Arc T-Shirt,Color,Crimson,Size,YS,,,Quality,1,94,3,5,5,288
79c61c78-6c0c-11e2-b1f5-4040782fde00,harvard-youth-arc-t-shirt,3685,Harvard Youth Arc T-Shirt,Color,Crimson,Size,YM,,,Quality,1,106,3,8,9,216
7a6e669c-6c0c-11e2-b1f5-4040782fde00,harvard-youth-arc-t-shirt,3686,Harvard Youth Arc T-Shirt,Color,Crimson,Size,YL,,,Quality,1,86,2,5,12,288
7b0b7e6e-6c0c-11e2-b1f5-4040782fde00,harvard-youth-arc-t-shirt,659,Harvard Youth Arc T-Shirt,Color,Oxford,Size,YXS,,,Quality,1,3,1,1,5,360
7bb6dde7-6c0c-11e2-b1f5-4040782fde00,harvard-youth-arc-t-shirt,660,Harvard Youth Arc T-Shirt,Color,Oxford,Size,YS,,,Quality,1,53,4,4,5,432
7c626266-6c0c-11e2-b1f5-4040782fde00,harvard-youth-arc-t-shirt,661,Harvard Youth Arc T-Shirt,Color,Oxford,Size,YM,,,Quality,1,63,-1,5,2,360
7cff2396-6c0c-11e2-b1f5-4040782fde00,harvard-youth-arc-t-shirt,662,Harvard Youth Arc T-Shirt,Color,Oxford,Size,YL,,,Quality,1,-17,1,4,6,432
7a0ba7d4-6c0c-11e2-b1f5-4040782fde00,harvard-yale-track-meet-vintage-photo,2986,Harvard-Yale Track Meet Vintage Photo,Title,1 Photo,,,,,ICONCEPT,1,0,0,0,0,0
7c7a3044-6c0c-11e2-b1f5-4040782fde00,i-3-harvard-keychain,1102,I Love Harvard Keychain,Color,White,,,,,FREEDOM,1,173,60,32,30,0
7d05dcca-6c0c-11e2-b1f5-4040782fde00,inside-harvard,4999,Inside Harvard,Edition,1st Edition,,,,,HSA Publications,1,0,-5,-1,-1,0
712af4a7-f9f9-11e2-a415-bc764e10976c,inside-harvard,10114,Inside Harvard,Edition,2nd Edition,,,,,HSA Publications,1,0,-2,0,-3,0
7d4386de-c941-11e2-a415-bc764e10976c,HarvardGraduateSchoolofEducationFrame,10064,Harvard Graduate School of Education Frame,,,,,,,University Frames,1,0,0,0,0,0
7de75f00-9683-11e3-a0f5-b8ca3a64f8f4,HarvardPremiumKeychain,10272,Harvard Premium Keychain,Style,Athletic H,,,,,"GloDesign, Inc.",1,0,0,0,0,0
b8ca3a65-013d-11e4-fbb5-7f5a7236ac3b,HarvardPremiumKeychain,10379,Harvard Premium Keychain,Style,Crest red,,,,,"GloDesign, Inc.",1,0,0,0,0,0
b8ca3a65-013d-11e4-fbb5-7f5a7c550026,HarvardPremiumKeychain,10380,Harvard Premium Keychain,Style,Crest gold,,,,,"GloDesign, Inc.",1,0,-1,0,0,0
b8ca3a65-013d-11e4-fbb5-7f5a83741d80,HarvardPremiumKeychain,10381,Harvard Premium Keychain,Style,HBS,,,,,"GloDesign, Inc.",1,0,0,0,0,0
b8ca3a65-013d-11e4-fbb5-7f5a872afcfc,HarvardPremiumKeychain,10382,Harvard Premium Keychain,Style,HLS,,,,,"GloDesign, Inc.",1,-10,10,0,0,0
81eb527e-6c0c-11e2-b1f5-4040782fde00,john-harvard-statue-vintage-photo,2984,John Harvard Statue (1930) Vintage Photo,Title,1 Photo,,,,,ICONCEPT,1,0,0,0,0,0
828131c9-6c0c-11e2-b1f5-4040782fde00,johnston-gate-vintage-photo,2987,Johnston Gate Vintage Photo,Title,1 Photo,,,,,ICONCEPT,1,0,0,0,0,0
83095576-6c0c-11e2-b1f5-4040782fde00,large-harvard-pennant,939,Large Harvard Pennant,Color,Crimson,,,,,Collegiate Pacific,1,197,5,2,8,0
831169fe-6c0c-11e2-b1f5-4040782fde00,memorial-hall-vintage-photo,853,Memorial Hall Vintage Photo,Title,1 Photo,,,,,ICONCEPT,1,0,0,0,0,0
84968057-fb6d-9c4d-61b3-5de314f7fe0e,TheAlejandraHoodie,11262,"The ""Alejandra"" Youth Hoodie",Colour,Ivory,Size,XS,,,Apparel Empire,1,14,2,2,2,0
08374f8b-3861-77a1-3141-608ee3562297,TheAlejandraHoodie,11263,"The ""Alejandra"" Youth Hoodie",Colour,Ivory,Size,S,,,Apparel Empire,1,29,2,2,2,0
0c84a3e8-bbb9-1372-190c-00e5fde2aadc,TheAlejandraHoodie,11266,"The ""Alejandra"" Youth Hoodie",Colour,Ivory,Size,XL,,,Apparel Empire,1,12,1,2,2,0
d71c3693-2be5-a902-f6fc-43735b7b889c,TheAlejandraHoodie,11264,"The ""Alejandra"" Youth Hoodie",Colour,Ivory,Size,M,,,Apparel Empire,1,34,1,2,3,0
e0bebdd6-13ec-d37e-c7fe-53981e6c26fd,TheAlejandraHoodie,11265,"The ""Alejandra"" Youth Hoodie",Colour,Ivory,Size,L,,,Apparel Empire,1,26,3,2,2,0
84ad3c85-6c34-11e2-b1f5-4040782fde00,harvard-kennedy-school-of-government-t-shirt,1,Harvard Kennedy School of Government T-Shirt,Size,S,Color,Crimson,,,Comprint,1,0,0,0,0,0
622f8b80-6c0c-11e2-b1f5-4040782fde00,harvard-kennedy-school-of-government-t-shirt,527,Harvard Kennedy School of Government T-Shirt,Size,S,Color,Crimson,,,Comprint,1,16,0,56,49,0
632bcdd6-6c0c-11e2-b1f5-4040782fde00,harvard-kennedy-school-of-government-t-shirt,528,Harvard Kennedy School of Government T-Shirt,Size,M,Color,Crimson,,,Comprint,1,12,0,-18,48,0
63c281ce-6c0c-11e2-b1f5-4040782fde00,harvard-kennedy-school-of-government-t-shirt,529,Harvard Kennedy School of Government T-Shirt,Size,L,Color,Crimson,,,Comprint,1,17,0,-12,25,0
6464a843-6c0c-11e2-b1f5-4040782fde00,harvard-kennedy-school-of-government-t-shirt,530,Harvard Kennedy School of Government T-Shirt,Size,XL,Color,Crimson,,,Comprint,1,6,0,4,16,0
64fa43b9-6c0c-11e2-b1f5-4040782fde00,harvard-kennedy-school-of-government-t-shirt,531,Harvard Kennedy School of Government T-Shirt,Size,XXL,Color,Crimson,,,Comprint,1,0,0,54,0,0
65875a3d-6c0c-11e2-b1f5-4040782fde00,harvard-kennedy-school-of-government-t-shirt,539,Harvard Kennedy School of Government T-Shirt,Size,S,Color,Oxford,,,Comprint,1,24,0,87,0,0
661ea9b3-6c0c-11e2-b1f5-4040782fde00,harvard-kennedy-school-of-government-t-shirt,540,Harvard Kennedy School of Government T-Shirt,Size,M,Color,Oxford,,,Comprint,1,16,0,48,0,0
66c93f64-6c0c-11e2-b1f5-4040782fde00,harvard-kennedy-school-of-government-t-shirt,541,Harvard Kennedy School of Government T-Shirt,Size,L,Color,Oxford,,,Comprint,1,54,0,-1,0,0
6769d39a-6c0c-11e2-b1f5-4040782fde00,harvard-kennedy-school-of-government-t-shirt,542,Harvard Kennedy School of Government T-Shirt,Size,XL,Color,Oxford,,,Comprint,1,27,-1,42,0,0
681d301b-6c0c-11e2-b1f5-4040782fde00,harvard-kennedy-school-of-government-t-shirt,543,Harvard Kennedy School of Government T-Shirt,Size,XXL,Color,Oxford,,,Comprint,1,42,0,17,0,0
863063ca-6c0c-11e2-b1f5-4040782fde00,blue-harvard-shot-glass,4027,Metallic Crest Shot Glass,Color,Blue,,,,,Quality,1,0,0,-1,0,0
86b8fa65-6c0c-11e2-b1f5-4040782fde00,blue-harvard-shot-glass,4028,Metallic Crest Shot Glass,Color,Crimson,,,,,Quality,1,-10,1,0,0,0
8690d7ec-6c0c-11e2-b1f5-4040782fde00,shep-shirt,2377,Vineyard Vines Shep Shirt,Color,Navy,Size,S,,,Vineyard Vines,1,34,0,2,0,0
876bd27a-6c0c-11e2-b1f5-4040782fde00,shep-shirt,2378,Vineyard Vines Shep Shirt,Color,Navy,Size,M,,,Vineyard Vines,1,16,0,1,2,0
8813c01c-6c0c-11e2-b1f5-4040782fde00,shep-shirt,2379,Vineyard Vines Shep Shirt,Color,Navy,Size,L,,,Vineyard Vines,1,16,0,1,3,0
88b582f8-6c0c-11e2-b1f5-4040782fde00,shep-shirt,2380,Vineyard Vines Shep Shirt,Color,Navy,Size,XL,,,Vineyard Vines,1,20,0,1,1,0
88658331-6c0c-11e2-b1f5-4040782fde00,plaid-flannel-pjs,4937,Harvard Plaid Flannel PJ's,Size,S,,,,,Boxercraft,1,0,0,-2,0,0
89378c87-6c0c-11e2-b1f5-4040782fde00,plaid-flannel-pjs,4938,Harvard Plaid Flannel PJ's,Size,M,,,,,Boxercraft,1,0,0,-1,0,0
89e382e4-6c0c-11e2-b1f5-4040782fde00,plaid-flannel-pjs,4939,Harvard Plaid Flannel PJ's,Size,L,,,,,Boxercraft,1,0,0,0,0,0
8a790ae4-6c0c-11e2-b1f5-4040782fde00,plaid-flannel-pjs,4940,Harvard Plaid Flannel PJ's,Size,XL,,,,,Boxercraft,1,0,1,0,0,0
889d76ea-7b9f-11e2-b1f5-4040782fde00,hellokittyt-shirtsyouth,10009,Hello Kitty T-shirts Youth,Size,S (ages 6-7),,,,,MyU,1,0,0,0,0,0
97860cd2-7b9f-11e2-b1f5-4040782fde00,hellokittyt-shirtsyouth,10010,Hello Kitty T-shirts Youth,Size,M (age 8),,,,,MyU,1,4,0,0,0,0
9b749d5c-7b9f-11e2-b1f5-4040782fde00,hellokittyt-shirtsyouth,10011,Hello Kitty T-shirts Youth,Size,L (age 10),,,,,MyU,1,0,0,0,0,0
ab4f79d1-ec01-11e3-a0f5-b8ca3a64f8f4,hellokittyt-shirtsyouth,10302,Hello Kitty T-shirts Youth,Size,XL (age 12),,,,,MyU,1,0,0,0,0,0
8938188b-6c0c-11e2-b1f5-4040782fde00,rectangular-harvard-pennant,627,Rectangular Harvard Pennant,Color,Crimson,,,,,Collegiate Pacific,1,256,12,9,0,0
8a77be43-6c0c-11e2-b1f5-4040782fde00,red-harvard-pen,2720,Red Harvard Pen,Color,Crimson,,,,,Quality,1,250,41,8,13,0
8c18b781-6c0c-11e2-b1f5-4040782fde00,small-harvard-pennant,867,Small Harvard Pennant,Color,Crimson,,,,,Collegiate Pacific,1,343,24,13,6,0
8cf7f89a-6c0c-11e2-b1f5-4040782fde00,spinner-keychain,2870,Spinner Keychain,Title,Spinner,,,,,FREEDOM,1,184,-9,52,22,0
8d64b5f5-9c94-11e2-b1f5-4040782fde00,youth-rocker,YouthRockerWithoutPersona,Youth Rocker,Title,Without Personalization,Shield,Harvard Graduate School of Public Health,,,Standard Chair,1,0,0,0,0,0
922b0cdd-9c94-11e2-b1f5-4040782fde00,youth-rocker,YouthRockerWithPersonaliz,Youth Rocker,Title,With Personalization,Shield,Harvard Graduate School of Public Health,,,Standard Chair,1,0,0,0,0,0
9b8e326c-6c0c-11e2-b1f5-4040782fde00,the-red-harvard-mug,2719,The Red Harvard Mug,Color,Crimson,,,,,Quality,1,-6,0,-1,0,0
a0369f1f-903d-11e4-f68e-bf944ffd0884,harvard-graduate-school-of-education-crest-t-shirt-2,3729,HGSE Crest T-Shirt,Color,Red,Size,M,,,Quality,1,53,0,40,0,0
060f02b1-c83d-11e6-e913-e26fdf1df2df,harvard-graduate-school-of-education-crest-t-shirt-2,10842,HGSE Crest T-Shirt,Color,Crimson,Size,XS,,,Quality,1,0,0,0,0,0
060f02b1-c83d-11e6-e913-e26fe6f19291,harvard-graduate-school-of-education-crest-t-shirt-2,10843,HGSE Crest T-Shirt,Color,Crimson,Size,S,,,Quality,1,56,0,16,0,0
060f02b1-c83d-11e6-e913-e26feabd269c,harvard-graduate-school-of-education-crest-t-shirt-2,10844,HGSE Crest T-Shirt,Color,Crimson,Size,M,,,Quality,1,0,0,59,0,0
060f02b1-c83d-11e6-e913-e26ff9d51e19,harvard-graduate-school-of-education-crest-t-shirt-2,10845,HGSE Crest T-Shirt,Color,Crimson,Size,L,,,Quality,1,-1,-1,47,0,0
060f02b1-c83d-11e6-e913-e26ffe4d9a4b,harvard-graduate-school-of-education-crest-t-shirt-2,10846,HGSE Crest T-Shirt,Color,Crimson,Size,XL,,,Quality,1,0,0,22,0,0
060f02b1-c83d-11e6-e913-e270028ad895,harvard-graduate-school-of-education-crest-t-shirt-2,10847,HGSE Crest T-Shirt,Color,Crimson,Size,XXL,,,Quality,1,4,0,1,0,0
a0369f1f-903d-11e4-f68e-bf94502e98fe,harvard-graduate-school-of-education-crest-t-shirt-2,3730,HGSE Crest T-Shirt,Color,Red,Size,L,,,Quality,1,4,0,78,0,0
a0369f1f-903d-11e4-f68e-bf9450545264,harvard-graduate-school-of-education-crest-t-shirt-2,3731,HGSE Crest T-Shirt,Color,Red,Size,XL,,,Quality,1,1,0,66,0,0
a0369f1f-903d-11e4-f68e-bf9450785c51,harvard-graduate-school-of-education-crest-t-shirt-2,4070,HGSE Crest T-Shirt,Color,Red,Size,XXL,,,Quality,1,3,0,15,0,0
a0369f1f-903d-11e4-f68e-bf945099c373,harvard-graduate-school-of-education-crest-t-shirt-2,3732,HGSE Crest T-Shirt,Color,Navy,Size,S,,,Quality,1,49,0,26,0,0
a0369f1f-903d-11e4-f68e-bf9450bce436,harvard-graduate-school-of-education-crest-t-shirt-2,3733,HGSE Crest T-Shirt,Color,Navy,Size,M,,,Quality,1,49,0,16,0,0
a0369f1f-903d-11e4-f68e-bf9450e0436c,harvard-graduate-school-of-education-crest-t-shirt-2,3782,HGSE Crest T-Shirt,Color,Navy,Size,L,,,Quality,1,45,0,24,0,0
a0369f1f-903d-11e4-f68e-bf945109626b,harvard-graduate-school-of-education-crest-t-shirt-2,3889,HGSE Crest T-Shirt,Color,Navy,Size,XL,,,Quality,1,26,0,26,0,0
a0369f1f-903d-11e4-f68e-bf945124e5ea,harvard-graduate-school-of-education-crest-t-shirt-2,4107,HGSE Crest T-Shirt,Color,Navy,Size,XXL,,,Quality,1,4,0,8,0,0
a0369f1f-903d-11e4-f68e-bf945176646b,harvard-graduate-school-of-education-crest-t-shirt-2,3728,HGSE Crest T-Shirt,Color,Red,Size,S,,,Quality,1,51,0,48,0,0
a0369f1f-903d-11e4-f68e-c2b03f5ef7fc,ToddlerHarvardCrestT-shirt,10418,Toddler Harvard Crest T-shirt,Color,Oxford,Size,2T,,,Quality,1,17,7,1,0,0
a0369f1f-903d-11e4-f68e-c2b15cf20a80,ToddlerHarvardCrestT-shirt,10420,Toddler Harvard Crest T-shirt,Color,Oxford,Size,3T,,,Quality,1,31,2,0,0,0
a0369f1f-903d-11e4-f68e-c2b169da5ca5,ToddlerHarvardCrestT-shirt,10421,Toddler Harvard Crest T-shirt,Color,Oxford,Size,4T,,,Quality,1,7,10,0,-1,0
a0369f1f-903d-11e4-f68e-c2b16e5aee96,ToddlerHarvardCrestT-shirt,10422,Toddler Harvard Crest T-shirt,Color,Oxford,Size,5T,,,Quality,1,17,11,0,0,0
a0369f1f-903d-11e4-f68e-c2b1769da7a2,ToddlerHarvardCrestT-shirt,10423,Toddler Harvard Crest T-shirt,Color,Pink,Size,2T,,,Quality,1,15,0,0,0,0
a0369f1f-903d-11e4-f68e-c2b17ea74d44,ToddlerHarvardCrestT-shirt,10424,Toddler Harvard Crest T-shirt,Color,Pink,Size,3T,,,Quality,1,2,3,0,0,0
a0369f1f-903d-11e4-f68e-c2b185283e26,ToddlerHarvardCrestT-shirt,10425,Toddler Harvard Crest T-shirt,Color,Pink,Size,4T,,,Quality,1,2,-1,0,0,0
a0369f1f-903d-11e4-f68e-c2b18c6d2d5d,ToddlerHarvardCrestT-shirt,10426,Toddler Harvard Crest T-shirt,Color,Pink,Size,5T,,,Quality,1,2,3,0,-1,0
a0369f1f-903d-11e4-f68e-c9b7cf587593,HLongSleeveT-shirt,10436,H Long Sleeve T-shirt,Color,Crimson,Size,S,,,Comprint,1,52,1,2,2,0
a0369f1f-903d-11e4-f68e-c9b7e88e6864,HLongSleeveT-shirt,10437,H Long Sleeve T-shirt,Color,Crimson,Size,M,,,Comprint,1,36,2,0,5,0
a0369f1f-903d-11e4-f68e-c9b7ee01124f,HLongSleeveT-shirt,10438,H Long Sleeve T-shirt,Color,Crimson,Size,L,,,Comprint,1,36,2,2,2,0
a0369f1f-903d-11e4-f68e-c9b7f9e950a2,HLongSleeveT-shirt,10439,H Long Sleeve T-shirt,Color,Crimson,Size,XL,,,Comprint,1,52,3,2,3,0
a0369f1f-903d-11e4-f68e-c9bc2a8f2d17,CapriFitYogaPants,10440,Capri Fit Yoga Pants,Size,S,Color,Black,,,Comprint,1,0,0,0,0,0
a0369f1f-903d-11e4-f68e-c9bc2e19c5e7,CapriFitYogaPants,10441,Capri Fit Yoga Pants,Size,M,Color,Black,,,Comprint,1,0,0,0,0,0
a0369f1f-903d-11e4-f68e-c9bc314ca1ee,CapriFitYogaPants,10442,Capri Fit Yoga Pants,Size,L,Color,Black,,,Comprint,1,-1,0,0,0,0
a0369f1f-903d-11e4-f68e-c9bc347623b7,CapriFitYogaPants,10443,Capri Fit Yoga Pants,Size,XL,Color,Black,,,Comprint,1,12,0,0,0,0
a0369f1f-903d-11e4-f68e-d3ef45215092,VeritasTShirt,10444,Veritas T-Shirt,Size,S,Color,Red,,,Comprint,1,24,0,0,0,0
a0369f1f-903d-11e4-f68e-d3ef4bf56f0e,VeritasTShirt,10445,Veritas T-Shirt,Size,M,Color,Red,,,Comprint,1,-1,0,0,0,0
a0369f1f-903d-11e4-f68e-d3ef4f61a264,VeritasTShirt,10446,Veritas T-Shirt,Size,L,Color,Red,,,Comprint,1,0,0,0,0,0
a0369f1f-903d-11e4-f68e-d3ef53a05823,VeritasTShirt,10447,Veritas T-Shirt,Size,XL,Color,Red,,,Comprint,1,0,0,0,0,0
a0369f1f-903d-11e4-f68e-d3ef57d7015a,VeritasTShirt,10448,Veritas T-Shirt,Size,S,Color,Black,,,Comprint,1,29,0,0,0,0
a0369f1f-903d-11e4-f68e-d3ef5c4aa078,VeritasTShirt,10449,Veritas T-Shirt,Size,M,Color,Black,,,Comprint,1,0,0,0,0,0
a0369f1f-903d-11e4-f68e-d3ef9a66ea16,VeritasTShirt,10450,Veritas T-Shirt,Size,L,Color,Black,,,Comprint,1,0,0,0,0,0
a0369f1f-903d-11e4-f68e-d3ef9f167b45,VeritasTShirt,10451,Veritas T-Shirt,Size,XL,Color,Black,,,Comprint,1,0,0,0,0,0
a0369f1f-903d-11e4-f68e-d715e1780bd6,VeritasRacerbackTank,10452,Veritas Racerback Tank,Color,Charcoal,Size,Small,,,Comprint,1,0,0,0,0,0
a0369f1f-903d-11e4-f68e-d715e54e91e7,VeritasRacerbackTank,10453,Veritas Racerback Tank,Color,Charcoal,Size,Medium,,,Comprint,1,0,0,0,0,0
a0369f1f-903d-11e4-f68e-d715e8aa076b,VeritasRacerbackTank,10454,Veritas Racerback Tank,Color,Charcoal,Size,Large,,,Comprint,1,0,0,0,0,0
